"orderId","orderGUID","orderPaymentAmount","orderDate","orderPaymentType","latitude","longitude"
"189","fa301553-accf-4812-8a26-a6850110ff81","87.77","2016-11-19 12:07:09","SET_CARD","-32.04118","-171.59221"
"190","b9c983ac-9750-45ed-a820-9e43a4ed7374","45.08","2019-08-10 02:32:10","EUR","81.864885","117.130404"
"191","74f45744-3206-46da-8b27-1bb40e428ebb","41.09","2015-03-19 06:51:06","CREDIT_CARD","-43.762772","-122.680033"
"192","2140f68a-bc7b-42ca-96b3-ef641f3d34a9","291.42","2019-07-20 02:57:29","USD","-59.472731","-14.366456"
"193","c834fd14-6507-4f02-93c7-7343583a0ad3","82.47","2018-01-04 07:47:50","USD","25.309069","52.322863"
"194","43d9b65b-f39b-4f26-83a7-3bed8131c8f6","25.2","2019-06-04 08:02:25","TL","-10.779126","150.949423"
"195","e1521d8f-3e4e-40c4-a109-8d0290d0db4a","59.19","2019-02-22 05:15:54","EUR","73.249594","132.716779"
"196","fac162a0-a62b-4af5-8b8f-a8d8293824c2","224.3","2015-11-12 07:38:13","CASH","43.118841","-161.18695"
"197","69a41cbc-88dd-4534-939d-2314ab7a8e12","156.48","2016-02-04 04:46:40","MEAL_CARD","9.443037","-18.496887"
"198","8854e426-95aa-41a0-bcc3-13197891723b","179.52","2019-08-11 04:25:00","CREDIT_CARD","-75.963879","-174.934468"
"199","e250d8a0-91c2-423a-b102-a3902ca4ee6e","268.59","2016-01-04 02:43:25","CREDIT_CARD","86.248339","114.485326"
"200","a9f2ebf4-ef49-4183-ad2b-5c903c245255","23.99","2019-08-14 12:49:03","MEAL_CARD","55.813415","-162.169387"
"201","256ddca9-37f8-4c56-896c-c3005746d97a","215.97","2016-09-24 01:56:25","SET_CARD","-83.839363","98.514671"
"202","2d5e3464-9287-4825-a033-cef00a22a768","112.08","2020-10-07 03:37:59","CREDIT_CARD","-56.15066","6.517502"
"203","f83a9c36-f194-43e4-abc8-82918219b2d7","120.31","2014-03-30 10:43:22","SET_CARD","-88.548605","133.556291"
"204","89d86c7f-87e8-4cbc-8b7a-4ecf0dd4cef3","66.71","2015-02-05 07:35:17","SET_CARD","-70.126833","104.283264"
"205","d399ba65-e837-400b-8566-64f0a023a6fb","204.29","2017-03-19 04:42:06","CASH","40.841493","-134.427817"
"206","15712c87-7f0a-40db-84c8-c938fcd6dbb1","101.36","2018-10-15 11:37:49","TL","45.685692","161.191228"
"207","dfa45ce4-3ff4-4848-b5ad-c8aa70490ffa","15.25","2018-04-05 05:40:45","EUR","-78.833414","-79.507053"
"208","6f87afef-8b2c-4897-9242-3e3a7e79475c","159.35","2020-08-16 04:22:13","SET_CARD","17.598201","164.291851"
"209","543d3c1b-a9b0-4dcc-842e-4d96e58dde55","101.54","2018-07-03 05:48:36","EUR","14.634928","103.184559"
"210","7c418392-4e94-47d4-89cd-5761dac2812a","335.7","2016-05-07 07:18:17","SODEXO","79.329597","-31.572516"
"211","603f029b-c3af-4741-8b3a-c7177cd2ebc8","98.89","2019-10-06 12:30:16","CAD","79.597666","-91.557958"
"212","309ed40d-1858-4dc4-a99d-8627776d288f","263.32","2020-11-01 12:50:23","MULTINET","60.288984","-21.174526"
"213","f94fcf9d-b600-499d-8ccf-0ad6ed9bee5a","242.62","2016-03-01 03:36:57","USD","44.346398","-97.410472"
"214","141bfccb-6566-4735-acee-0adc17953dda","335.36","2019-05-11 11:35:18","MULTINET","30.866284","-80.0001"
"215","35a0a248-ebb8-4f50-897b-7ae95ed0736f","87.75","2014-10-14 07:07:24","CAD","-50.081519","172.842062"
"216","bf85381b-e76f-4f85-935d-c502834caa5a","134.49","2018-07-11 09:17:11","SODEXO","16.995736","-138.236631"
"217","8a4ebf84-37cb-4aa1-a2a2-42411c1ea7c9","87.5","2015-10-22 12:06:08","BOX_CARD","-65.356152","-56.34756"
"218","6ede8813-bf9d-468c-ae02-e7b5bd149bf0","235.66","2017-10-24 02:49:10","SET_CARD","-56.133394","-10.852961"
"219","a0ac7fbb-42e3-4f9d-9b55-64c299595671","246.28","2019-11-17 05:38:34","WIN_CARD","63.798587","-124.821153"
"220","037e61e1-2e47-4ba0-b17e-f766d3b1104b","200.43","2018-11-03 05:03:11","CASH","-32.091308","92.05954"
"221","a30a9e99-15a1-4cc2-8785-45eb086b4024","186.89","2020-12-21 11:42:48","WIN_CARD","-44.27151","-35.002238"
"222","d051722b-5b06-4d3d-8517-23a0df7cb244","317.33","2018-04-03 02:43:30","TL","-67.676612","-55.071777"
"223","b0704f58-3215-4eb8-a05d-9a5e07ccc648","43.82","2014-05-03 03:00:45","SET_CARD","12.422756","108.583573"
"224","aa813fe0-93cc-484b-bfdc-8dba18c1f457","194.89","2020-02-20 11:45:39","EUR","63.305735","22.660391"
"225","b59d3287-909a-49ff-82f3-9ce868042f24","299.43","2015-02-06 11:41:44","CREDIT_CARD","42.602019","-139.152286"
"226","2255f859-1b11-42ff-b54b-78b25e010467","105.51","2018-08-24 12:06:46","USD","-5.073391","-146.50237"
"227","d785b18a-c4c5-4f73-8a8a-04b11f1b40e6","98.38","2015-02-12 01:18:21","MEAL_CARD","39.880375","-74.469998"
"228","d96acec5-372f-4835-a721-8d4fa2d57834","124.17","2020-10-16 09:27:51","BOX_CARD","4.287772","49.19231"
"229","a7c32f50-475b-4ae5-a9f9-a029cd7bf3e0","191.83","2016-01-31 10:58:27","MEAL_CARD","20.030038","48.451317"
"230","a94778ac-3224-482c-b1b5-3750d5953708","292.75","2015-02-08 12:31:24","EUR","-66.904548","-174.020261"
"231","937cc351-6678-4c8b-8ddd-443cf3d96216","226.76","2019-07-29 02:19:10","SET_CARD","-75.496929","-106.866467"
"232","e32920b9-dc0f-4489-8825-4323a2813fad","349.6","2015-09-09 07:56:38","CREDIT_CARD","37.362784","-62.497896"
"233","f1e23c04-77d2-46f1-b6b8-11f6b43af6ae","278.62","2019-02-26 06:42:26","SET_CARD","31.476108","5.414234"
"234","938e5a56-7119-4bad-847a-dad58b7e4cf3","45.83","2018-12-28 12:38:52","TL","67.487913","53.503531"
"235","622272c0-ce7e-4242-bf46-5b40eff29258","307.05","2018-03-12 08:50:20","TL","-85.451119","-86.567434"
"236","66a202f6-56dd-437d-8877-501342dcebe0","147.6","2018-12-25 10:46:14","CAD","57.653725","-148.366974"
"237","2ba89ebe-792b-408c-ad5d-35819d832208","263.73","2018-12-06 02:31:06","USD","40.306223","-26.345997"
"238","f1e8fd61-c6c3-4240-aa50-5e5a84e1e682","304","2020-09-27 01:38:39","USD","-16.092512","-10.168573"
"239","29536478-e84f-4808-b8e6-08fd7f774cff","57.52","2020-12-06 05:58:13","MULTINET","-44.791995","-141.710537"
"240","51ef43ac-c92d-4203-a1b5-b9b0a6e8d105","328.23","2018-11-20 01:18:38","SET_CARD","-83.158196","113.0119"
"241","f14149ec-1f41-45c8-a0ad-947a0675819d","189.27","2014-08-28 10:59:21","USD","-4.077013","63.784938"
"242","0d746cf0-c8eb-45a3-8417-1c5db2c7fecd","126.55","2017-08-11 04:59:14","CREDIT_CARD","-28.921306","105.479384"
"243","522a18df-a06c-405e-9ccb-1b5142417686","7.87","2020-05-01 02:32:51","BOX_CARD","-2.432928","32.740895"
"244","6b85de4c-92e4-4373-8e74-923cbd2aaaf9","31.92","2014-09-08 12:43:08","MEAL_CARD","18.746993","34.461609"
"245","4eae5f2b-0138-4004-8fc8-6c210ec4c8de","189.28","2017-02-10 05:28:14","SET_CARD","42.80128","87.643604"
"246","781e46e0-9275-4afe-ad79-4bc8c7b064be","190.3","2015-03-31 08:25:16","USD","-16.240019","152.123546"
"247","abed3a85-b721-46e3-a510-11c683547b8e","222.61","2016-04-14 09:48:46","BOX_CARD","59.721642","-73.746615"
"248","7afddc1f-8c91-4c0b-86a2-b42bb8a6aad3","253.36","2015-02-14 08:13:26","MEAL_CARD","37.370772","-17.404472"
"249","96d8ff3c-0323-4d4a-887e-39feb1ec2357","43.24","2014-04-21 10:42:17","EUR","-54.256301","143.804804"
"250","1ac4a97e-d8c3-40a6-bf4d-cb59855de1dc","349.71","2019-01-06 12:32:30","SET_CARD","-7.494216","-116.293991"
"251","0ea7393e-e377-4415-ad25-1e98f0db5886","158.83","2017-10-07 11:20:21","CREDIT_CARD","23.654515","-122.841401"
"252","6e0bcfb7-ae2c-4075-bb36-9e526ac95d2f","94.88","2018-06-05 03:00:43","SODEXO","17.894811","-120.893935"
"253","fb6c1b0e-bea3-461d-b0c4-e5089d307a82","52.8","2017-06-27 02:28:58","USD","88.658243","-72.356489"
"254","9fc29450-08a5-485f-85ea-6513fa541504","160.05","2016-12-14 07:31:54","BOX_CARD","52.576648","-27.804878"
"255","57bb4e90-378b-4646-bdfe-d0ba3df7ed17","293.86","2019-11-20 08:28:12","SET_CARD","-56.32787","-138.980024"
"256","6b744d91-9749-4102-a97d-0ff53e486ba0","321.04","2016-12-16 01:18:08","MULTINET","53.31287","7.033577"
"257","738417a5-5d9b-4083-af95-674ac3b9a55f","132.92","2018-05-01 08:24:02","CASH","-64.59856","-19.202725"
"258","bf099237-f5d6-4f8c-823e-636dd3d72403","48.74","2018-08-25 02:56:10","MULTINET","-7.040442","-33.984772"
"259","8dc5a397-27ff-4961-b508-693f079bb6b1","308.33","2018-10-12 05:10:23","MEAL_CARD","-70.126721","134.15463"
"260","97d07b4f-6ad0-48d0-84ae-8d3e9bf07cd2","10.13","2014-05-03 12:57:17","CASH","-38.029991","-110.218655"
"261","52c4ed37-2837-4afa-ada8-47ea7c929baa","217.29","2015-07-13 08:54:43","MULTINET","77.9178","-126.405873"
"262","a95ce1a0-7454-4171-9190-3ba6f2f6dd75","308.74","2017-10-27 02:25:48","MULTINET","-54.764792","-70.085306"
"263","67af0a74-db25-44e3-851e-aad8bf0ddd06","297.29","2020-02-07 10:56:45","CASH","-48.657983","-153.646144"
"264","20ffdce7-bef4-40e4-bc99-8362558f57dc","84.8","2018-12-24 05:33:47","MEAL_CARD","-39.382634","73.995077"
"265","2a9adbe5-2fe4-4162-b656-12d9a578c020","65","2014-09-19 05:20:30","CAD","25.93929","-66.696076"
"266","2402cbd7-53a5-4b5a-a272-dc534f143845","287.17","2016-06-26 06:50:14","MULTINET","2.845794","-19.146487"
"267","395e33f1-e513-4082-b144-94db4b7df17c","161.63","2018-09-28 05:38:05","SODEXO","16.057284","177.138486"
"268","1c83eab3-3a9a-44b0-bc3e-41b4fd321412","234.35","2017-01-07 10:48:17","CASH","-44.183957","75.143468"
"269","988b0766-45e0-4f79-9104-53e624d0714c","333.58","2017-10-01 11:53:47","BOX_CARD","82.305251","-152.738623"
"270","3dfd59ce-3492-4760-bc0f-a8386e7176ed","294.33","2014-11-26 03:06:33","SET_CARD","-58.810739","110.95518"
"271","fd36bc03-e880-414f-85e0-64ac38b32b08","9.71","2016-08-27 10:42:16","EUR","84.764726","-146.813825"
"272","defc7133-7607-4473-8a48-6ce574b2c3c8","321.95","2018-06-08 09:02:02","CASH","-74.912062","-163.58152"
"273","56c22957-c02d-4655-92c2-6d83cdc1846a","267.72","2016-02-23 02:25:53","TL","-48.86237","48.755671"
"274","b1130e6b-6027-4e11-988f-30d5e78da19d","348.2","2017-02-22 08:58:41","CREDIT_CARD","-41.973001","-1.057503"
"275","2e8b45da-fc8f-47f7-a4b3-cfac01982661","159.56","2016-03-28 05:31:30","MEAL_CARD","4.479427","-134.05363"
"276","4f53b1aa-103c-43ff-a7db-9b1132690a7b","38.48","2020-02-10 04:17:46","MULTINET","14.618259","153.254859"
"277","64a0bbd5-ff40-4012-bd51-e13583ce7cc1","211.71","2018-03-10 03:36:08","CAD","2.037968","23.043147"
"278","f58b9ee1-4fa8-4d6c-a62c-577c384f7f67","107.07","2016-06-03 08:26:57","USD","36.392403","-122.903342"
"279","d2552e7b-8250-4712-8a2b-faff54455168","96.61","2014-12-10 10:15:27","CAD","-78.137106","153.508349"
"280","019c63ec-03ab-460d-bd22-acdd951f8a5d","10.97","2019-11-04 11:44:18","MULTINET","-4.258088","165.567522"
"281","7010a0b1-04e1-4c21-98e5-16a20efbc9ef","135.56","2014-03-15 06:00:37","TL","0.438173","-62.313586"
"282","c006a4e1-b069-4b4a-b012-ad24ba2f86d4","304.74","2016-05-19 02:00:23","SET_CARD","-0.620302","125.745192"
"283","4686792d-2547-4f5a-90c6-ff55be4d4621","65.14","2018-02-21 07:37:20","SET_CARD","-33.114163","-37.369191"
"284","6dbeb065-e570-4a3b-a441-78fa8a13c8d6","53.07","2016-03-25 12:54:22","USD","12.372832","-108.518802"
"285","22c7a166-0cc1-4b3b-8f9d-04f3069fb8c2","132.49","2015-03-30 10:10:51","EUR","52.315967","63.411337"
"286","4fc857c6-ad5a-41c2-b605-f42e14d62e21","146.15","2015-06-12 02:35:44","MEAL_CARD","29.744973","81.926926"
"287","2778663b-c5e9-46c2-af78-2134363aca02","109.63","2016-02-12 12:33:03","WIN_CARD","43.418171","-167.078099"
"288","6f6300dc-5754-4764-972b-4c1bd8cae015","261.83","2018-10-11 10:48:10","MULTINET","-17.970142","-164.412544"
"289","4fb1a43b-c4b1-4af1-a937-722f5c880b15","289.46","2015-01-13 05:29:03","CREDIT_CARD","-7.443298","166.159626"
"290","564b0e28-e92b-44e2-8091-c1f07781a252","193.31","2019-06-16 10:30:42","EUR","53.248011","-33.908807"
"291","3eff538e-3787-403f-8260-ef83d8e65b25","211.29","2016-08-09 05:23:28","TL","23.184996","-163.167468"
"292","18fcbb57-f50e-4e87-9d95-e9f70b89668b","341.87","2015-05-04 08:23:00","CREDIT_CARD","-46.508211","-28.972963"
"293","fb8482d7-f36a-4f3b-a17b-d47d04faf4d0","50.36","2019-09-22 11:09:26","SODEXO","25.684104","30.439198"
"294","37168647-22b1-4be6-b347-26449b3af950","81.99","2018-04-09 05:58:13","BOX_CARD","71.897873","154.350734"
"295","4ce2749a-4133-4d5e-94cc-d36b61e8407a","89.1","2017-09-23 05:06:17","MEAL_CARD","21.62497","-91.693651"
"296","d8dc6f74-5907-4f41-a83b-135e29e97977","272.46","2017-08-21 05:48:30","CREDIT_CARD","-44.209123","-105.155462"
"297","962e2959-3cad-4ddd-bbfb-8ec1c71b296c","157.01","2019-10-14 08:48:49","CASH","-5.293739","97.516964"
"298","ba7d740e-9986-4312-9e3b-9828787fc346","259.81","2020-04-19 07:55:27","MEAL_CARD","56.066183","7.072915"
"299","361d7fc9-8e40-4a4c-810c-45bbc73c8f03","30.65","2016-06-13 06:45:23","CASH","-87.277923","-150.63808"
"300","f5c3bf6e-7fe9-4a98-a0b0-e42c313e30f3","92.27","2014-01-13 12:55:14","MULTINET","-35.312846","-59.334822"
"301","a495cb8a-ea70-4259-9c12-e7cae776a8bf","32.07","2015-03-07 04:46:39","TL","39.263881","-116.323823"
"302","01759894-c16e-4f84-aeb7-667685b612e4","179.23","2019-02-28 08:51:55","WIN_CARD","-48.836887","-97.970597"
"303","9e30b19a-6a7e-4cd3-bea0-0d106023c4cd","252.76","2017-09-25 03:32:42","SET_CARD","-46.611853","94.239609"
"304","e31daf81-7640-4e65-b0eb-7053f2097256","208.2","2017-03-19 09:56:42","WIN_CARD","-55.957171","154.943073"
"305","46b0ea66-ee12-4a01-b6e9-dac96de4be3f","284.15","2020-08-03 09:32:28","SET_CARD","-73.386997","-8.6245"
"306","e94601c2-562c-425e-ba85-38a5dfa2fc3d","3.24","2018-03-28 08:19:53","SODEXO","46.228083","33.98843"
"307","2848d825-d2f8-4311-abf8-677b5db01813","296.93","2020-08-06 09:26:55","CASH","-77.47686","146.678326"
"308","abc6fc6e-1500-41fd-b61b-ab1225cbf6f2","272.54","2018-12-10 02:25:42","MULTINET","13.223211","-17.340351"
"309","b252eb15-3f8b-4a88-8e66-3ebbae78b274","258.73","2015-12-03 01:38:25","CASH","31.491746","155.70816"
"310","d0c681a2-7b30-4b4d-be7c-ec4964cd0f23","180.61","2014-04-01 08:41:58","SODEXO","-25.117541","6.278527"
"311","05ec52cf-686b-4a29-9fb2-7fcf6bdf088d","2.16","2019-09-11 10:33:35","BOX_CARD","46.280376","14.715823"
"312","16c9d505-322d-4e87-8db8-54d6c29cfe39","58.72","2018-05-31 08:34:18","SET_CARD","-31.772547","-95.444131"
"313","a3dc9629-5541-4f97-9e3f-976e562711e4","18.37","2016-02-12 01:33:52","WIN_CARD","-33.714644","-116.143305"
"314","e96a94f4-5f2b-4720-8efb-af1c2e76912e","126.65","2016-07-28 01:28:07","TL","-80.090879","-150.976535"
"315","719ecc4e-b91c-4923-b393-f7cadd0fd49f","15.08","2019-01-15 11:10:09","USD","32.867383","-137.628965"
"316","675c623c-8ffc-4130-ba7d-be4c9981c8b5","237","2020-11-04 04:10:42","USD","-32.78583","102.660695"
"317","63b3634e-3e00-4db1-bbef-f6de6a480731","338.12","2015-02-09 05:48:43","CAD","-12.209042","-109.091945"
"318","2a435ede-021b-4c9a-9c36-785633fce182","100.69","2018-08-11 12:18:51","EUR","37.811792","-81.734856"
"319","a80989e7-8d01-49f8-b4e6-3b40399f962d","36.81","2017-08-09 06:59:40","MEAL_CARD","-74.944135","72.622034"
"320","95f567fd-33df-4763-9d2a-4838caa16e27","68.08","2020-09-30 06:20:55","TL","-45.036347","-143.431375"
"321","a6289bba-c881-4a24-b83b-6e6f821a9c4a","249.09","2016-10-28 09:49:14","CASH","-74.510047","157.065986"
"322","70883f25-d304-43cd-97ca-c989d420051d","237.93","2019-09-18 09:38:50","WIN_CARD","34.218308","-82.986804"
